ResponseID,ResponseText,PredictedChild,PredictedParent,ChildScores,ParentScores,has_protected,has_conflict,has_cross_conflict
92,threat assessment cyber risk mission,Hazards,Threats And Risk Management,"{'Objectives': 1, 'Hazards': 2, 'Safety And Mitigation': 1}","{'Mission Parameters And Objectives': 1, 'Threats And Risk Management': 3}",False,False,False
92,risk assessment cyber risk mission,Objectives,Threats And Risk Management,"{'Objectives': 1, 'Hazards': 1, 'Safety And Mitigation': 1}","{'Mission Parameters And Objectives': 1, 'Threats And Risk Management': 2}",False,False,False
93,timings hard left right,Temporal Aspects,Mission Parameters And Objectives,{'Temporal Aspects': 1},{'Mission Parameters And Objectives': 1},False,False,False
93,timings no-go zone left right,Temporal Aspects,Mission Parameters And Objectives,{'Temporal Aspects': 1},{'Mission Parameters And Objectives': 1},False,False,False
94,water column data route area operations,Measurement And Models,Environmental And Oceanographic Conditions,"{'Measurement And Models': 1, 'Route And Trajectory': 1}","{'Environmental And Oceanographic Conditions': 1, 'Navigation And Positioning': 1}",False,False,False
94,water column data corridor area operations,Measurement And Models,Environmental And Oceanographic Conditions,{'Measurement And Models': 1},{'Environmental And Oceanographic Conditions': 1},False,False,False
95,launch recovery locations parameters,Deployment,Operational Logistics,"{'System Constraints': 1, 'Response And Recovery': 1, 'Deployment': 2, 'Access And Support': 1}","{'Vehicle Capabilities And Constraints': 1, 'Threats And Risk Management': 1, 'Operational Logistics': 3}",False,False,False
95,launch recovery locations input,Deployment,Operational Logistics,"{'Response And Recovery': 1, 'Deployment': 2, 'Access And Support': 1}","{'Threats And Risk Management': 1, 'Operational Logistics': 3}",False,False,False
96,sensor range fitted vehicle,Performance,Vehicle Capabilities And Constraints,"{'Performance': 1, 'Hardware': 1}",{'Vehicle Capabilities And Constraints': 2},False,False,False
96,sensor range fitted auv,Performance,Vehicle Capabilities And Constraints,"{'Performance': 1, 'Hardware': 1}",{'Vehicle Capabilities And Constraints': 2},False,False,False
97,endurance vehicle,Performance,Vehicle Capabilities And Constraints,{'Performance': 1},{'Vehicle Capabilities And Constraints': 1},False,False,False
97,endurance platform,Performance,Vehicle Capabilities And Constraints,{'Performance': 1},{'Vehicle Capabilities And Constraints': 1},False,False,False
98,maximum depth vehicle,uncategorised,uncategorised,{},{},False,False,False
98,maximum bathymetry vehicle,Seafloor Characterization,Terrain And Bathymetry,{'Seafloor Characterization': 1},{'Terrain And Bathymetry': 1},False,False,False
99,active sensor collection requirements,uncategorised,uncategorised,{},{},False,False,False
99,active detector collection requirements,uncategorised,uncategorised,{},{},False,False,False
100,global positioning system fixing requirements frequency,Navigation Systems,Navigation And Positioning,"{'Navigation Systems': 1, 'Accuracy And Hazards': 1, 'Comms Infrastructure': 1}","{'Navigation And Positioning': 2, 'Communications And Control': 1}",False,False,False
100,global positioning system fixing requirements sampling rate,Navigation Systems,Navigation And Positioning,"{'Navigation Systems': 1, 'Accuracy And Hazards': 1}",{'Navigation And Positioning': 2},False,False,False
101,accuracy requirements sensors,Accuracy And Hazards,Navigation And Positioning,{'Accuracy And Hazards': 1},{'Navigation And Positioning': 1},False,False,False
101,precision requirements sensors,uncategorised,uncategorised,{},{},False,False,False
102,accuracy requirements navigation,Route And Trajectory,Navigation And Positioning,"{'Route And Trajectory': 1, 'Accuracy And Hazards': 1}",{'Navigation And Positioning': 2},False,False,False
102,accuracy parameter navigation,Route And Trajectory,Navigation And Positioning,"{'Route And Trajectory': 1, 'Accuracy And Hazards': 1}",{'Navigation And Positioning': 2},False,False,False
103,minimum depth vehicle,uncategorised,uncategorised,{},{},False,False,False
103,minimum depth craft,uncategorised,uncategorised,{},{},False,False,False
104,vector electronic navigational charts data route area operations,Route And Trajectory,Navigation And Positioning,"{'Quality And Confidence': 1, 'Route And Trajectory': 2}","{'Terrain And Bathymetry': 1, 'Navigation And Positioning': 2}",False,False,False
104,vector electronic navigational charts data corridor area operations,Quality And Confidence,Terrain And Bathymetry,"{'Quality And Confidence': 1, 'Route And Trajectory': 1}","{'Terrain And Bathymetry': 1, 'Navigation And Positioning': 1}",False,False,False
105,vehicle speed limitations parameters,Performance,Vehicle Capabilities And Constraints,"{'Performance': 1, 'System Constraints': 1}",{'Vehicle Capabilities And Constraints': 2},False,False,False
105,vehicle speed restriction parameters,Performance,Vehicle Capabilities And Constraints,"{'Performance': 1, 'System Constraints': 1}",{'Vehicle Capabilities And Constraints': 2},False,False,False
106,vehicle communication requirements,Hardware,Vehicle Capabilities And Constraints,"{'Hardware': 1, 'Performance Constraints': 1, 'Comms Infrastructure': 1}","{'Vehicle Capabilities And Constraints': 2, 'Communications And Control': 1}",False,False,False
106,vehicle comms requirements,uncategorised,uncategorised,{},{},False,False,False
107,navigational hazards route area operations,Route And Trajectory,Navigation And Positioning,"{'Route And Trajectory': 2, 'Accuracy And Hazards': 1, 'Hazards': 2}","{'Navigation And Positioning': 3, 'Threats And Risk Management': 2}",False,False,False
107,navigational hazards route area of operation operations,Route And Trajectory,Navigation And Positioning,"{'Route And Trajectory': 2, 'Accuracy And Hazards': 1, 'Spatial Aspects': 1, 'Hazards': 2, 'Field Operations': 1}","{'Navigation And Positioning': 3, 'Mission Parameters And Objectives': 1, 'Threats And Risk Management': 2, 'Operational Logistics': 1}",False,False,False
108,no-go zones route area operations,Route And Trajectory,Navigation And Positioning,"{'Route And Trajectory': 1, 'Accuracy And Hazards': 1}",{'Navigation And Positioning': 2},False,False,False
108,no-go zones track area operations,Accuracy And Hazards,Navigation And Positioning,{'Accuracy And Hazards': 1},{'Navigation And Positioning': 1},False,False,False
109,dive ascent process time,uncategorised,uncategorised,{},{},False,False,False
109,dive ascent process time,uncategorised,uncategorised,{},{},False,False,False
110,actions loss communications loss vehicle etc,Hardware,Vehicle Capabilities And Constraints,"{'Hardware': 1, 'Comms Infrastructure': 1}","{'Vehicle Capabilities And Constraints': 1, 'Communications And Control': 1}",False,False,False
110,actions loss communications loss craft etc,Hardware,Vehicle Capabilities And Constraints,"{'Hardware': 1, 'Comms Infrastructure': 1}","{'Vehicle Capabilities And Constraints': 1, 'Communications And Control': 1}",False,False,False
111,search area area operations coordinates,Spatial Reference,Navigation And Positioning,"{'Spatial Reference': 1, 'Spatial Aspects': 1}","{'Navigation And Positioning': 1, 'Mission Parameters And Objectives': 1}",False,False,False
111,search operating area area operations coordinates,Spatial Reference,Navigation And Positioning,{'Spatial Reference': 1},{'Navigation And Positioning': 1},False,False,False
112,mission collection requirements,Objectives,Mission Parameters And Objectives,{'Objectives': 1},{'Mission Parameters And Objectives': 1},False,False,False
112,mission measurement requirements,Objectives,Mission Parameters And Objectives,{'Objectives': 1},{'Mission Parameters And Objectives': 1},False,False,False
113,zone confidence route area operations,Route And Trajectory,Navigation And Positioning,{'Route And Trajectory': 1},{'Navigation And Positioning': 1},False,False,False
113,zone route confidence route area operations,Route And Trajectory,Navigation And Positioning,"{'Route And Trajectory': 2, 'Confidence Scoring': 1}","{'Navigation And Positioning': 2, 'Estimation And Uncertainty Modeling': 1}",False,False,False
